image_path,steering_angle,label
Circuito Invertido/turn_right/20250614_100955_352083.jpg,0.1,turn_right
Circuito Invertido/turn_right/20250614_100141_269531.jpg,0.048,turn_right
Circuito Normal/turn_left/20250614_095307_747288.jpg,-0.045,turn_left
Circuito Normal/straight/20250614_094312_161456.jpg,0.005,straight
Middle Section Normal Extra/turn_left/20250618_195935_277669.jpg,-0.06,turn_left
Circuito Medio Normal/straight/20250614_101540_487891.jpg,-0.028,straight
Circuito Invertido/turn_right/20250614_100141_269531.jpg,0.048,turn_right
Circuito Normal/straight/20250614_095616_768506.jpg,-0.02,straight
Circuito Medio Invertido/turn_right/20250614_102155_936868.jpg,0.08,turn_right
Circuito Normal/turn_left/20250614_094135_846992.jpg,-0.055,turn_left
Middle Section Normal Extra/turn_left/20250618_195808_041499.jpg,-0.056,turn_left
Middle Section Normal Extra/turn_left/20250618_195629_984613.jpg,-0.08,turn_left
Middle Section Normal/turn_right/20250616_211335_682728.jpg,0.08,turn_right
Circuito Normal/straight/20250614_094608_706775.jpg,-0.025,straight
Maniobras/straight/20250621_112335_880215.jpg,0.002,straight
Circuito Normal/straight/20250614_094719_798671.jpg,-0.03,turn_left
Circuito Invertido/straight/20250614_100633_571575.jpg,0.0,straight
Circuito Normal/straight/20250614_095244_661066.jpg,0.0,straight
Circuito Invertido/straight/20250614_100600_589998.jpg,0.0,straight
Circuito Normal/straight/20250614_095120_319652.jpg,-0.005,straight
Circuito Medio Invertido/turn_right/20250614_102303_880019.jpg,0.08,turn_right
Circuito Normal/turn_left/20250614_094540_807687.jpg,-0.045,turn_left
Circuito Invertido/turn_right/20250614_100356_878864.jpg,0.032,turn_right
Middle Section Normal/turn_right/20250616_211013_020488.jpg,0.092,turn_right
Circuito Normal/turn_left/20250614_095614_787826.jpg,-0.045,turn_left
Maniobras/straight/20250621_112403_949171.jpg,-0.01,straight
Maniobras/turn_right/20250621_112331_091694.jpg,0.036,turn_right
Circuito Invertido/turn_right/20250614_100232_234018.jpg,0.096,turn_right
Circuito Normal/turn_left/20250614_095114_483936.jpg,-0.07,turn_left
Circuito Invertido/turn_right/20250614_101240_637218.jpg,0.036,turn_right
Middle Section Normal Extra/turn_left/20250618_195823_471123.jpg,-0.036,turn_left
Circuito Medio Invertido/turn_right/20250614_102258_899797.jpg,0.08,turn_right
Circuito Medio Invertido/turn_right/20250614_102051_386959.jpg,0.056,turn_right
Circuito Medio Invertido/turn_right/20250614_102057_219210.jpg,0.088,turn_right
Middle Section Normal Extra/turn_right/20250618_195916_043282.jpg,0.078,turn_right
Circuito Invertido/turn_right/20250614_100257_098789.jpg,0.072,turn_right
Middle Section Normal Extra/turn_right/20250618_195759_707950.jpg,0.096,turn_right
Circuito Medio Invertido/turn_right/20250614_102052_403933.jpg,0.056,turn_right
Middle Section Normal Extra/turn_right/20250618_195610_753479.jpg,0.09,turn_right
Middle Section Normal/turn_left/20250616_211030_486790.jpg,-0.066,turn_left
Circuito Invertido/straight/20250614_101254_702445.jpg,-0.0,straight
Middle Section Normal/turn_right/20250616_211126_089745.jpg,0.046,turn_right
Circuito Normal/turn_left/20250614_094253_298335.jpg,-0.085,turn_left
Circuito Invertido/straight/20250614_101135_583407.jpg,0.008,straight
Circuito Normal/turn_left/20250614_094253_147629.jpg,-0.085,turn_left
Middle Section Normal/straight/20250616_211001_450785.jpg,-0.008,straight
Circuito Medio Normal/turn_left/20250614_101749_440581.jpg,-0.064,turn_left
Middle Section Normal Extra/turn_left/20250618_195821_952517.jpg,-0.054,turn_left
Circuito Normal/turn_left/20250614_095227_017854.jpg,-0.06,turn_left
Circuito Normal/turn_left/20250614_095133_960460.jpg,-0.035,turn_left
Circuito Invertido/turn_right/20250614_101030_698605.jpg,0.06,turn_right
Circuito Invertido/straight/20250614_100823_261704.jpg,0.024,straight
Circuito Medio Invertido/straight/20250614_102222_010148.jpg,-0.004,straight
Circuito Invertido/turn_right/20250614_100043_923192.jpg,0.22,turn_right
Middle Section Normal Extra/turn_left/20250618_200014_224555.jpg,-0.076,turn_left
Circuito Normal/turn_left/20250614_094323_709226.jpg,-0.1,turn_left
Dark Section Extra/turn_left/20250618_204844_828561.jpg,-0.064,turn_left
Circuito Invertido/straight/20250614_101011_457166.jpg,0.012,straight
Maniobras/straight/20250621_112433_305263.jpg,-0.022,straight
Circuito Normal/turn_left/20250614_095308_899961.jpg,-0.07,turn_left
Circuito Normal/straight/20250614_095323_747361.jpg,0.0,straight
Circuito Normal/turn_left/20250614_095447_493235.jpg,-0.05,turn_left
Middle Section Normal/turn_left/20250616_211026_702574.jpg,-0.078,turn_left
Circuito Invertido/turn_left/20250614_100040_786061.jpg,-0.4,turn_left
Middle Section Normal Extra/turn_right/20250618_200100_209308.jpg,0.094,turn_right
Middle Section Normal/turn_left/20250616_210950_720854.jpg,-0.056,turn_left
Circuito Normal/turn_left/20250614_094753_367566.jpg,-0.075,turn_left
Dark Section/turn_left/20250618_201749_016144.jpg,-0.038,turn_left
Middle Section Normal Extra/turn_left/20250618_195628_644106.jpg,-0.08,turn_left
Circuito Normal/turn_left/20250614_095137_743568.jpg,-0.045,turn_left
Circuito Invertido/straight/20250614_100115_972580.jpg,0.012,straight
Circuito Normal/turn_left/20250614_094406_076406.jpg,-0.08,turn_left
Circuito Medio Invertido/turn_right/20250614_102217_526603.jpg,0.076,turn_right
Circuito Medio Invertido/turn_right/20250614_102211_370919.jpg,0.076,turn_right
Circuito Invertido/turn_right/20250614_101153_290221.jpg,0.064,turn_right
Circuito Normal/straight/20250614_094651_679167.jpg,0.0,straight
Circuito Normal/straight/20250614_095047_922180.jpg,-0.015,straight
Middle Section Normal Extra/turn_right/20250618_195915_383850.jpg,0.104,turn_right
Middle Section Normal/turn_right/20250616_211136_461728.jpg,0.08,turn_right
Circuito Medio Invertido/straight/20250614_102133_800596.jpg,-0.0,straight
Middle Section Normal Extra/turn_right/20250618_195911_088100.jpg,0.084,turn_right
Dark Section/turn_left/20250618_201830_722706.jpg,-0.054,turn_left
Middle Section Normal Extra/turn_right/20250618_195755_659954.jpg,0.096,turn_right
Circuito Normal/turn_right/20250614_095528_710436.jpg,0.115,turn_right
Maniobras/straight/20250621_112241_963246.jpg,-0.022,straight
Middle Section Normal/turn_right/20250616_211013_351901.jpg,0.092,turn_right
Circuito Medio Invertido/turn_right/20250614_102027_225243.jpg,0.032,turn_right
Circuito Medio Invertido/straight/20250614_101924_894217.jpg,-0.0,straight
Circuito Invertido/straight/20250614_101018_940412.jpg,-0.0,straight
Circuito Normal/turn_left/20250614_094635_791753.jpg,-0.055,turn_left
Middle Section Normal/turn_left/20250616_211214_331904.jpg,-0.06,turn_left
Maniobras/turn_right/20250621_112231_321766.jpg,0.038,turn_right
Circuito Invertido/turn_right/20250614_101213_475520.jpg,0.056,turn_right
Circuito Medio Invertido/straight/20250614_102012_524673.jpg,-0.008,straight
Dark Section Extra/turn_left/20250618_204944_011676.jpg,-0.038,turn_left
Circuito Normal/turn_right/20250614_094150_914343.jpg,0.1,turn_right
Middle Section Normal/turn_left/20250616_210952_552582.jpg,-0.056,turn_left
Circuito Normal/straight/20250614_095128_682288.jpg,0.005,straight
Circuito Invertido/turn_right/20250614_101032_025684.jpg,0.092,turn_right
Circuito Invertido/turn_left/20250614_100314_414946.jpg,-0.04,turn_left
Middle Section Normal/turn_right/20250616_211329_049763.jpg,0.07,turn_right
Middle Section Normal/turn_left/20250616_211306_813414.jpg,-0.058,turn_left
Circuito Medio Invertido/straight/20250614_102027_560186.jpg,0.004,straight
Circuito Medio Normal/turn_left/20250614_101555_810448.jpg,-0.056,turn_left
Circuito Normal/straight/20250614_095509_013928.jpg,0.0,straight
Circuito Invertido/straight/20250614_100613_664125.jpg,0.012,straight
Circuito Invertido/turn_right/20250614_100606_360143.jpg,0.104,turn_right
Circuito Invertido/straight/20250614_100240_023943.jpg,0.008,straight
Middle Section Normal Extra/turn_left/20250618_195942_911062.jpg,-0.092,turn_left
Circuito Normal/straight/20250614_095329_397986.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100259_428803.jpg,0.084,turn_right
Middle Section Normal Extra/turn_left/20250618_195626_447160.jpg,-0.062,turn_left
Circuito Invertido/turn_right/20250614_100145_094842.jpg,0.092,turn_right
Circuito Invertido/straight/20250614_101012_120984.jpg,-0.012,straight
Circuito Normal/straight/20250614_095217_766231.jpg,-0.01,straight
Middle Section Normal Extra/turn_left/20250618_195628_644106.jpg,-0.08,turn_left
Circuito Normal/turn_left/20250614_095657_182364.jpg,-0.07,turn_left
Dark Section Extra/turn_left/20250618_204845_628893.jpg,-0.074,turn_left
Circuito Invertido/turn_right/20250614_100227_423392.jpg,0.032,turn_right
Circuito Invertido/turn_right/20250614_101153_461884.jpg,0.064,turn_right
Middle Section Normal Extra/turn_left/20250618_195944_082311.jpg,-0.074,turn_left
Circuito Normal/straight/20250614_095421_588339.jpg,0.01,straight
Circuito Invertido/straight/20250614_100335_019295.jpg,0.0,straight
Middle Section Normal/turn_right/20250616_211010_214408.jpg,0.062,turn_right
Circuito Medio Normal/straight/20250614_101543_161194.jpg,0.008,straight
Circuito Medio Normal/turn_left/20250614_101622_418063.jpg,-0.04,turn_left
Circuito Normal/straight/20250614_095208_985059.jpg,-0.015,straight
Circuito Invertido/straight/20250614_100633_904396.jpg,0.0,straight
Circuito Medio Normal/turn_left/20250614_101614_113121.jpg,-0.04,turn_left
Circuito Medio Normal/turn_left/20250614_101553_143124.jpg,-0.096,turn_left
Circuito Medio Invertido/turn_right/20250614_102300_723664.jpg,0.08,turn_right
Circuito Medio Invertido/turn_right/20250614_101948_935131.jpg,0.072,turn_right
Circuito Medio Invertido/straight/20250614_101955_093942.jpg,0.012,straight
Circuito Invertido/turn_right/20250614_100725_818207.jpg,0.08,turn_right
Circuito Medio Invertido/turn_right/20250614_101919_030130.jpg,0.064,turn_right
Circuito Normal/straight/20250614_094212_858880.jpg,-0.015,straight
Circuito Invertido/turn_right/20250614_100901_002683.jpg,0.044,turn_right
Circuito Medio Invertido/straight/20250614_102237_441932.jpg,-0.004,straight
Circuito Invertido/straight/20250614_101047_188141.jpg,-0.0,straight
Circuito Medio Invertido/straight/20250614_102150_940875.jpg,-0.0,straight
Circuito Normal/turn_left/20250614_095155_283456.jpg,-0.095,turn_left
Circuito Normal/straight/20250614_095433_033764.jpg,-0.015,straight
Circuito Medio Invertido/turn_right/20250614_102037_427403.jpg,0.064,turn_right
Circuito Medio Normal/straight/20250614_101621_421169.jpg,-0.004,straight
Circuito Normal/turn_left/20250614_095117_126199.jpg,-0.04,turn_left
Circuito Invertido/turn_right/20250614_101218_304582.jpg,0.036,turn_right
Circuito Medio Normal/straight/20250614_101528_699463.jpg,0.004,straight
Circuito Normal/straight/20250614_095807_451905.jpg,0.01,straight
Circuito Normal/straight/20250614_095650_074445.jpg,0.01,straight
Circuito Medio Normal/turn_left/20250614_101717_768613.jpg,-0.068,turn_left
Dark Section/turn_left/20250618_201832_720257.jpg,-0.114,turn_left
Circuito Invertido/turn_right/20250614_100439_640029.jpg,0.068,turn_right
Circuito Invertido/turn_right/20250614_101122_937081.jpg,0.068,turn_right
Middle Section Normal Extra/turn_left/20250618_195714_682265.jpg,-0.054,turn_left
Maniobras/turn_left/20250621_112154_810573.jpg,-0.03,turn_left
Dark Section/turn_left/20250618_201849_487038.jpg,-0.07,turn_left
Middle Section Normal Extra/turn_left/20250618_195730_656010.jpg,-0.05,turn_left
Circuito Invertido/turn_right/20250614_100726_302895.jpg,0.08,turn_right
Circuito Normal/straight/20250614_094938_716974.jpg,-0.01,straight
Maniobras/turn_left/20250621_112155_949022.jpg,-0.03,turn_left
Circuito Normal/straight/20250614_095315_675278.jpg,-0.005,straight
Middle Section Normal Extra/turn_right/20250618_195955_551845.jpg,0.052,turn_right
Circuito Normal/straight/20250614_095344_257057.jpg,0.0,straight
Middle Section Normal Extra/turn_right/20250618_200057_243601.jpg,0.076,turn_right
Circuito Invertido/straight/20250614_100625_730939.jpg,0.0,straight
Circuito Normal/straight/20250614_094736_163074.jpg,-0.01,straight
Circuito Invertido/turn_right/20250614_100144_102081.jpg,0.124,turn_right
Dark Section Extra/straight/20250618_204915_731526.jpg,0.002,straight
Circuito Medio Invertido/turn_right/20250614_102304_920644.jpg,0.044,turn_right
Middle Section Normal/turn_left/20250616_211110_085873.jpg,-0.064,turn_left
Circuito Normal/turn_left/20250614_094727_879406.jpg,-0.04,turn_left
Circuito Normal/turn_left/20250614_095359_071666.jpg,-0.075,turn_left
Middle Section Normal Extra/turn_right/20250618_195752_910507.jpg,0.032,turn_right
Circuito Normal/straight/20250614_094440_195625.jpg,-0.005,straight
Circuito Medio Invertido/straight/20250614_101946_958660.jpg,0.024,straight
Dark Section Extra/turn_left/20250618_204953_176403.jpg,-0.054,turn_left
Circuito Invertido/turn_right/20250614_100217_851018.jpg,0.084,turn_right
Circuito Medio Invertido/turn_right/20250614_101937_505710.jpg,0.084,turn_right
Circuito Normal/turn_left/20250614_094233_551573.jpg,-0.07,turn_left
Circuito Invertido/straight/20250614_101023_898380.jpg,-0.0,straight
Circuito Normal/straight/20250614_095109_999786.jpg,-0.03,turn_left
Circuito Invertido/turn_right/20250614_101107_336326.jpg,0.08,turn_right
Circuito Normal/turn_left/20250614_095608_666526.jpg,-0.1,turn_left
Circuito Invertido/turn_right/20250614_100746_766151.jpg,0.064,turn_right
Dark Section Extra/straight/20250618_204944_699361.jpg,-0.002,straight
Circuito Invertido/straight/20250614_100414_251183.jpg,0.004,straight
Circuito Invertido/turn_right/20250614_100352_062838.jpg,0.032,turn_right
Circuito Invertido/straight/20250614_100548_455018.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_101246_599815.jpg,0.044,turn_right
Circuito Medio Normal/turn_left/20250614_101446_379089.jpg,-0.064,turn_left
Maniobras/turn_right/20250621_112230_344494.jpg,0.032,turn_right
Middle Section Normal Extra/turn_right/20250618_195956_705926.jpg,0.066,turn_right
Middle Section Normal/turn_left/20250616_211206_096617.jpg,-0.044,turn_left
Circuito Medio Invertido/turn_right/20250614_102144_632264.jpg,0.08,turn_right
Middle Section Normal Extra/turn_left/20250618_200109_729447.jpg,-0.078,turn_left
Circuito Medio Normal/turn_left/20250614_101505_923708.jpg,-0.056,turn_left
Circuito Medio Normal/turn_left/20250614_101517_068849.jpg,-0.072,turn_left
Circuito Medio Invertido/straight/20250614_102018_217412.jpg,-0.0,straight
Circuito Medio Normal/straight/20250614_101544_646934.jpg,0.0,straight
Middle Section Normal Extra/turn_left/20250618_195814_152694.jpg,-0.072,turn_left
Circuito Invertido/straight/20250614_101130_101399.jpg,-0.0,straight
Circuito Invertido/turn_right/20250614_100324_096813.jpg,0.072,turn_right
Middle Section Normal Extra/turn_left/20250618_200018_554216.jpg,-0.058,turn_left
Circuito Normal/straight/20250614_095256_849961.jpg,-0.015,straight
Circuito Medio Invertido/straight/20250614_101940_154402.jpg,0.012,straight
Middle Section Normal Extra/turn_left/20250618_200121_397029.jpg,-0.114,turn_left
Circuito Medio Normal/straight/20250614_101547_283753.jpg,-0.02,straight
Circuito Invertido/turn_right/20250614_100325_587941.jpg,0.072,turn_right
Circuito Normal/turn_right/20250614_094149_903643.jpg,0.095,turn_right
Circuito Normal/turn_left/20250614_095702_950130.jpg,-0.085,turn_left
Circuito Normal/straight/20250614_094545_098674.jpg,-0.015,straight
Circuito Invertido/turn_right/20250614_100749_440182.jpg,0.096,turn_right
Circuito Normal/straight/20250614_095645_442155.jpg,-0.005,straight
Circuito Normal/straight/20250614_095352_329765.jpg,0.0,straight
Maniobras/turn_right/20250621_112411_601332.jpg,0.042,turn_right
Circuito Invertido/turn_left/20250614_101200_827046.jpg,-0.088,turn_left
Circuito Medio Invertido/turn_right/20250614_102249_087140.jpg,0.076,turn_right
Middle Section Normal Extra/turn_left/20250618_195722_545865.jpg,-0.066,turn_left
Middle Section Normal/turn_right/20250616_211125_418654.jpg,0.038,turn_right
Circuito Invertido/turn_left/20250614_100737_592511.jpg,-0.068,turn_left
Circuito Invertido/straight/20250614_101259_834324.jpg,-0.004,straight
Dark Section/turn_left/20250618_201808_252668.jpg,-0.098,turn_left
Circuito Invertido/turn_right/20250614_101121_441167.jpg,0.108,turn_right
Circuito Normal/turn_right/20250614_094152_062757.jpg,0.075,turn_right
Dark Section/turn_left/20250618_201900_087947.jpg,-0.07,turn_left
Circuito Invertido/turn_right/20250614_100655_797865.jpg,0.084,turn_right
Maniobras/straight/20250621_112426_977983.jpg,-0.03,turn_left
Middle Section Normal Extra/turn_left/20250618_200114_217083.jpg,-0.058,turn_left
Circuito Normal/turn_left/20250614_095003_984134.jpg,-0.045,turn_left
Maniobras/turn_right/20250621_112411_757125.jpg,0.032,turn_right
Circuito Invertido/straight/20250614_100250_147886.jpg,0.004,straight
Circuito Invertido/turn_right/20250614_100958_190282.jpg,0.036,turn_right
Middle Section Normal Extra/turn_left/20250618_200030_709707.jpg,-0.07,turn_left
Circuito Medio Invertido/turn_right/20250614_102113_975853.jpg,0.06,turn_right
Circuito Normal/straight/20250614_094957_736562.jpg,0.03,straight
